id,o_title,title,overview,vote_average,vote_count,popularity
88030,Tigrero: A Film That Was Never Made,Tigrero: A Film That Was Never Made,"In 1993, Sam Fuller takes Jim Jarmusch on a trip into Brazil's Mato Grosso, up the River Araguaia to the village of Santa Isabel Do Morro, where 40 years before, Zanuck had sent Fuller to scout a location and write a script for a movie based on a tigrero, a jaguar hunter. Sam hopes to find people who remember him, and he takes film he shot in 1954. He's Rip Van Winkle, and, indeed, a great deal changed in the village. There are televisions, watches, and brick houses. But, the same Karajá culture awaits as well. He gathers the villagers to show his old film footage, and people recognize friends and relatives, thanking Fuller for momentarily bringing them back to life.",6.9,10.0,1.056
185191,"Eye of Vichy, The",The Eye of Vichy,"Directed by French filmmaker Claude Chabrol, this documentary examines Nazi and Vichy newsreels and propaganda films from World War II meant to turn the French against the Jews and the Allied Forces and into Nazi sympathizers.  This movie is only made of archive pictures: the official newsreels that were broadcasted on French movie screens during 1940 and 1944 (the Occupation).",6.2,4.0,0.71
786918,"Promise, The",Promises,"Clémence, the fearless mayor of a town near Paris, is completing the final term of her political career. With her faithful right-hand man Yazid, she has long fought for this town plagued by inequality, unemployment and slumlords. However, when Clémence is approached to become Minister, her ambition arises, questioning her devotion and commitment to her citizens. Will her political integrity and election promises survive her newly found ambition?",6.5,73.0,11.954
277270,To Cross the Rubicon,To Cross the Rubicon,"Kendall (Patricia Royce) just got dumped by her boyfriend, David (J.D. Souther). But it's nothing that a much younger rock musician -- and the advice of her best friend (and David's ex-), Claire (Lorraine Devon) -- couldn't fix. Only problem is, Claire and David have rekindled their lost romance. Now, Claire and Kendall's friendship is put to the ultimate test as they try to help each other decipher men and love in this romantic comedy.",9.0,2.0,1.4
624267,Daens,Daens,"""Daens: The Musical"" takes you to the Aalst (Belgium back in 1888) where Father Daens has his battle against the social mis-understandings and equal rights for everybody. At the same time there is a romance growing between Nette and Jan.",8.0,1.0,0.673
245268,"Man from Down Under, The",The Man from Down Under,An Australian blowhard raises two orphaned children as his own in the years leading up to WWII.,6.5,2.0,0.6
459458,Careful,Careful,"A journalist, investigating traffic violations in a city, comes across mysterious happenings and lands herself in a dangerous situation.",3.0,1.0,1.832
215107,Vermont Is For Lovers,Vermont Is for Lovers,"Vermont is for Lovers is an independently produced docudrama released in 1992, starring George Thrush and Marya Cohn and shot on location Tunbridge, Vermont. The film concerns a couple visiting Vermont in order to be married, and interviewing local residents on the subject of marriage. Largely improvised and using non-professional actors, the film was shown at various film festivals including the Melbourne International Film Festival and the Hawaii International Film Festival. The movie was not very well-received by the national press, with the New York Times calling it, “vaguely amiable.” While the Washington Post review commented that the film was an “all-too-easy target for ridicule,” it also mentioned one of the film’s high points: “In one scene, a typically droll Vermont resident (playing himself) sums up his state’s fabled coolness to strangers by suggesting that a sign be placed at the state line, reading ‘Welcome to Vermont. Now Leave.’”",6.5,4.0,0.6
238973,"Vie est belle, La",André Rieu - La vie est belle,"The premiere of the world tour ""La vie est belle"" was one of the finest outdoor theaters in the world, the Waldbühne in Berlin.  Backed by a choir, an additional percussion ensemble, 300 bagpipe players, a brilliant light and laser show and fireworks.  Andre gave one of his most spectacular concerts ever.",0.0,0.0,0.6
196940,Quartier Mozart,Quartier Mozart,"The boisterous and cheerful lives of the residents of Cameroon are barely dented by incursions of supernatural power in this humor-filled rendition of traditional folk tales in modern guise. In the story, a cheerfully naughty girl crosses paths with a witch who has the power to satisfy her curiosity about men by changing her into a young man. She then becomes one of the boy suitors for the amorous attentions of a policeman's daughter. Some of the men have unusual names and even odder magical gifts: one of them has the ability to make a man's genitals disappear when he shakes hands with him.",5.2,5.0,0.6
77771,Touki Bouki,Touki Bouki,"A cowherd with a skull-mounted motorcycle and a university student meet in Dakar; put off by life in Senegal, they plan to make money in Paris.",6.7,69.0,5.49
181083,Wend Kuuni,God's Gift,"In pre-colonial times a peddler crossing the savanna discovers a child lying unconscious in the bush. When the boy comes to, he is mute and cannot explain who he is. The peddler leaves him with a family in the nearest village. After a search for his parents, the family adopts him, giving him the name Wend Kuuni (God's Gift) and a loving sister with whom he bonds. Wend Kuuni regains his speech only after witnessing a tragic event that prompts him to reveal his own painful history.",6.3,8.0,0.6
41225,Spirits of the Dead,Spirits of the Dead,"Anthology film from three European directors based on stories by Edgar Allan Poe: a cruel countess haunted by a ghostly horse, a sadistic young man haunted by his double, and an alcoholic actor haunted by the Devil.",6.343,121.0,9.758
87190,Pharaoh's Army,Pharaoh's Army,"Union soldiers in search of food descend on the farm of a Confederate family and decide to stay until one in their ranks' wounds have healed. While the war weary Union captain (Chris Cooper) falls for the mother of the family (Patricia Clarkson) - whose husband is off fighting for the rebels - her son plots revenge on the dirty, double-dealing Yankees. Co-stars Kris Kristofferson.",6.2,6.0,2.164
123763,"I, Worst of All","I, the Worst of All","A viceroy and an archbishop take their posts in Mexico. A local nun, Sor Juana Inés de la Cruz (1651-1695), intrigues them. The viceroy and his wife find her brilliant and fascinating. The prelate finds her a symbol of European laxity. He engineers the election of a new abbess, severe and ascetic. The virreina visits Sor Juana often and inspires her to write passionate poetry that the archbishop finds scandalous. The viceroy protects her. After he is replaced and returns to Spain with his wife, Sor Juana faces envy and retribution. A bishop betrays her, her confessor humbles her. Plague, a tribunal, and her confession as ""the worst of all"" end the great poet's life.",5.3,12.0,1.005
42005,"Hungarian Fairy Tale, A",A Hungarian Fairy Tale,"Shot in B&W, Gyula Gazdag's film follows the surreal and often comic quests of young Andris, an orphan searching for a father who doesn't exist, and Orban, a government clerk who's had enough of oppressive bureaucracy.",5.4,5.0,0.6
35206,Death in the Garden,Death in the Garden,"Amid a revolution in a South American mining outpost, a band of fugitives - a roguish adventurer, a local hooker, a priest, an aging diamond miner and his deaf-mute daughter - are forced to flee for their lives into the jungle. Starving, exhausted and stripped of their old identities, they wander desperately lured by one deceptive promise of salvation after another.",6.5,55.0,3.618
4837,"Collectionneuse, La",La Collectionneuse,"A bombastic, womanizing art dealer and his painter friend go to a seventeenth-century villa on the Riviera for a relaxing summer getaway. But their idyll is disturbed by the presence of the bohemian Haydée, accused of being a “collector” of men.",6.897,174.0,10.041
253632,Baton Rouge,Baton Rouge,"Poor gigolo tries to frame his rich mature mistress, but gets tangled in his own wiles.",4.9,8.0,2.079
43596,Liebelei,Liebelei,"Vienna in the beginning of the twentieth century. Cavalry Lieutenant Fritz Lobheimer is about to end his affair with Baroness Eggerdorff when he meets the young Christine, the daughter of an opera violinist. Baron Eggerdorff however soon hears of his past misfortune...",7.038,26.0,1.504
